ID;Fecha;Tweet;Favorites;Retweets
1,30288E+18;07/09/2020 8:08;Coronavirus en #Latinoamerica lunes 07 septiembre 2020 9:00h (hora I.Canarias) #COVID19 casos en: Colombia Perú Bra… https://t.co/irJLIXhqNd;1;3
1,30286E+18;07/09/2020 7:00;"#NACIONALES Los fondos de emergencia serán prestados a 20 años de plazo.
https://t.co/NfW9v61MhX";1;0
1,30285E+18;07/09/2020 6:00;Honduras cuenta con la segunda tasa de letalidad más alta de Centroamérica, por delante de la de Nicaragua por detr… https://t.co/JdqTXbncoK;0;0
1,30284E+18;07/09/2020 5:20;"#URGENTE - ÚLTIMA HORA 
#Guatemala informo 202 nuevos casos de #Coronavirus y 7 personas fallecidas en las ultimas… https://t.co/BpFCTWSaNF";0;0
1,30284E+18;07/09/2020 5:19;Coronavirus Guatemala 6 de septiembre https://t.co/LdsAtSyHjs;0;0
1,30283E+18;07/09/2020 4:33;Total de casos confirmados de COVID-19 por millón de habitantes para Honduras, Guatemala, El Salvador y Costa Rica,… https://t.co/en422QgYs5;2;0
1,30283E+18;07/09/2020 4:33;Total de casos confirmados de COVID-19 para Honduras, Guatemala, El Salvador y Costa Rica, hasta hoy 6 de septiembr… https://t.co/xQQtBioNye;3;3
1,30283E+18;07/09/2020 4:31;"Haaa pero el presidente dice que Guatemala esta libre 
Coronavirus El mapa mundial del coronavirus: más de 26,9 mil… https://t.co/chjT9xPZvI";3;0
1,30282E+18;07/09/2020 4:13;"🇬🇹 | GUATEMALA

Se reportan 202 nuevos casos y 7 nuevas muertes por #coronavirus en Guatemala";0;0
1,30281E+18;07/09/2020 3:34;Honduras cuenta con la segunda tasa de letalidad más alta de Centroamérica, por delante de la de Nicaragua y por de… https://t.co/8eipE0lSoi;0;0
1,30281E+18;07/09/2020 3:33;#Covid19GT |  El número de casos confirmados y decesos por #coronavirus, siguen hacia la baja, aunque la mayoría de… https://t.co/j6pftbGDGd;5;1
1,30281E+18;07/09/2020 3:24;Honduras cuenta con la segunda tasa de letalidad más alta de Centroamérica, por delante de la de Nicaragua por detr… https://t.co/NPVXGxZjN9;0;2
1,30281E+18;07/09/2020 3:19;(((AL AIRE))) El programa #IGSSTV por TreceVisión @Canales11y13. La imagen de la Seguridad Social en Guatemala… https://t.co/pqM4j3z0l7;0;0
1,30281E+18;07/09/2020 3:13;Difícil creer que hay tendencia a la baja de casos nuevos de coronavirus en Guatemala y mostrar el mapa con más mun… https://t.co/t5Xq4NB4Z5;3;0
1,3028E+18;07/09/2020 3:00;Este domingo 6 de septiembre el presidente Alejandro Giammattei informó que las disposiciones presidenciales por el… https://t.co/bDBpKMHv6q;8;0
1,3028E+18;07/09/2020 2:50;"🔴 #COVID19 ⚠️

🇬🇹Actualización de Casos de Coronavirus en Guatemala 

🎧Escúchanos en 580kcs AM
O en línea:… https://t.co/H5SNCWYXRf";0;0
1,3028E+18;07/09/2020 2:28;"#CORONAVIRUSGT | El presidente @DrGiammattei dio a conocer las disposiciones por la emergencia del Covid-19.

La no… https://t.co/6UA2LIl56y";0;0
1,3028E+18;07/09/2020 2:27;"#CORONAVIRUSGT | ""Les pido no nos relajemos, no bajemos la guardia"", dijo el mandatario al mismo tiempo que dio a c… https://t.co/qpPzn9fxeL";2;0
1,3028E+18;07/09/2020 2:25;#Guatemala Coronavirus Recovered at 65595 Persons https://t.co/Jwp8eDA93F https://t.co/BgpDa1kEE3;0;0
1,3028E+18;07/09/2020 2:25;"#CORONAVIRUSGT

El presidente Alejandro Giammattei dio a conocer las disposiciones por la emergencia del Covid-19.… https://t.co/FhptVWcMXv";3;2
1,30279E+18;07/09/2020 2:14;#URGENTE Mediante cadena nacional de radio y televisión, el presidente @DrGiammattei dio a conocer las medidas gube… https://t.co/aQ20sZSfV6;6;1
1,30279E+18;07/09/2020 2:14;#Guatemala - Coronavirus Update (07/09 00:00 UTC) #Health https://t.co/KJG7V0b6WD https://t.co/BFi6UTqr9l;0;1
1,30279E+18;07/09/2020 2:13;Presidente de Guatemala subraya la disminución de contagios por coronavirus, durante las últimas 9 semanas. https://t.co/YoRqTCjjOY;0;1
1,30279E+18;07/09/2020 2:09;Guatemala nunca a ido al mundial, pero según el presidente es el primer país que va venciendo el coronavirus al hab… https://t.co/WgCDtRx9PT;0;0
1,30279E+18;07/09/2020 2:09;"Según el @DrGiammattei los casos confirmados de coronavirus van hacia a la baja en Guatemala. 

Pese a sus datos, e… https://t.co/9dtQAgww9m";29;20
1,30279E+18;07/09/2020 2:08;Increíble, pero sin vacuna Guatemala está derrotando al coronavirus, dice #LordPjas.;20;0
1,30279E+18;07/09/2020 1:59;"Este es el mensaje de radio y televisión del presidente @DrGiammattei por el tema del Coronavirus en Guatemala

https://t.co/DQQbYcDU6Q";0;0
1,30279E+18;07/09/2020 1:55;"#NUEVOVIDEO 

https://t.co/5MRkfrHt1z

#COVID19
#coronavirus #QuedateEnCasa #YoMeQuedoEnCasa #Guatemala… https://t.co/8KSaYMqLrj";1;1
1,30279E+18;07/09/2020 1:50;En #Guatemala, trabajamos con @Noticias_IGSS para apoyar la ampliación de la capacidad del sistema de #salud con 38… https://t.co/lr7G50t8VG;4;3
1,30278E+18;07/09/2020 1:32;Para visualizar los totales y los casos diarios en relación con la evolución de la pandemia en el país, vea… https://t.co/gZcu8Jwdfa;4;0
1,30276E+18;07/09/2020 0:19;Ya en serio, habrá quien les crea esta babosada??? Sinceramente, tengo mis serias dudas! https://t.co/AEKOYCuuKj;0;0
1,30275E+18;06/09/2020 23:40;"UPDATE: New cases of #coronavirus #COVID19 #COVID_19 

Argentina (+6986, tot. 478792)
US (+1016, tot. 6274388)
Pana… https://t.co/kZF0D2NNZw";2;0
1,30275E+18;06/09/2020 23:15;"🇬🇹 | GUATEMALA

Se reportan 202 nuevos casos y 7 nuevas muertes por coronavirus en Guatemala 
#Guatemala #covid19";5;1
1,30275E+18;06/09/2020 23:12;"202 new cases and 7 new deaths in Guatemala 

[0:12 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic";1;0
1,30274E+18;06/09/2020 22:41;Día del Salubrista. Gracias x su esfuerzo y dedicación en atención a población guatemalteca. Hoy + q nunca, ante Pa… https://t.co/YpBUXK6bPj;4;0
1,30274E+18;06/09/2020 22:40;#coronavirus update in #Guatemala. New cases confirmed 202, new recovered 536, new deaths 7. Total cases in Guatema… https://t.co/2L9SoZHkVt;0;0
1,30273E+18;06/09/2020 22:25;Coronavirus en Guatemala hoy: cuántos casos se registraron el 6 de septiembre https://t.co/7WwxDIvzA4;1;0
1,30273E+18;06/09/2020 22:25;Coronavirus en Guatemala hoy: cuántos casos se registraron el 6 de septiembre https://t.co/uzdBKBEOOS;0;0
1,30273E+18;06/09/2020 22:19;CORONAVIRUS GUATEMALA - Guatemala registra siete decesos y 202 nuevos casos de COVID-19 en 24 horas https://t.co/tbb01zTk65 vía EFE;0;0
1,30272E+18;06/09/2020 21:26;"CORONAVIRUS GUATEMALA – 77,683 CASOS ACUMULADOS
Carlos R. Paredes
6 de septiembre 2020

Día 176…  Aparte de los cas… https://t.co/LvBrJLZzNP";0;0
1,30267E+18;06/09/2020 18:15;#Guatemala Coronavirus Cases at 77481 Persons https://t.co/sw2sQiq7Xi https://t.co/jUL1tC7qsX;0;0
1,30266E+18;06/09/2020 17:34;"Los casos se registraron en el tablero situación de COVID-19 en Guatemala.

#JuntosSaldremosAdelante… https://t.co/0aBEF6VwHo";1;1
1,30266E+18;06/09/2020 17:14;#Actualización de casos de coronavirus en Guatemala. Ministerio de Salud informa que dos mil 852 guatemaltecos han… https://t.co/vLH76jQtxy;15;2
1,30264E+18;06/09/2020 16:13;Ministerio de Salud confirma 202 casos de coronavirus y la cifra aumentó a 77,683 en Guatemala | La Red https://t.co/2W2PwdVcDQ;1;1
1,30264E+18;06/09/2020 16:11;"Actualización #Guatemala - 2020-09-05
Nuevos Casos : 441
Fallecidos por día : 20
Total Casos : 77481
Total Recupera… https://t.co/D2dPGsCU0z";0;0
1,30264E+18;06/09/2020 16:10;#ACTUALIZACIÓN El Ministerio de Salud actualiza datos sobre el Coronavirus en Guatemala e informa que en las última… https://t.co/HSzQikLLOL;11;3
1,30264E+18;06/09/2020 16:07;Guatemala llega a los 77 mil 683 casos de covid-19 y registra dos mil 852 fallecidos desde el 13 de marzo del 2020. https://t.co/jTy9iLlZZu;9;2
1,30264E+18;06/09/2020 16:03;Salud informa que actualmente la cifra de casos activos estimados es de ocho mil 700. https://t.co/t1L6biBxPv;7;1
1,30264E+18;06/09/2020 16:00;#CORONAVIRUSGT Los fondos de emergencia serán prestados a 20 años de plazo https://t.co/NfW9v6jnGx;3;0
1,30263E+18;06/09/2020 15:42;#CORONAVIRUSGT | Se sumaron siete personas fallecidas por la enfermedad https://t.co/Wy5fdSATW6;1;0
1,30263E+18;06/09/2020 15:42;#SanPedroSac | Empresarios unieron esfuerzos para donar 15 catres que servirán para pacientes con coronavirus inter… https://t.co/HvW8Ynycgv;1;1
1,30263E+18;06/09/2020 15:34;"#NacionalesGt
Actualización de casos de Coronavirus en Guatemala:
77683 casos registrados.
202 casos nuevos. https://t.co/Bl0whRzS4F";1;0
1,30263E+18;06/09/2020 15:34;#CORONAVIRUSGT El Ministerio de Salud Pública y Asistencia Social (MSPAS) actualizó los datos sobre la situación de… https://t.co/dM0SDq7Sbp;2;1
1,30263E+18;06/09/2020 15:33;#EUCoronavirus El Ministerio de Salud Pública y Asistencia Social (MSPAS) actualizó los datos sobre la situación de… https://t.co/riIjZLFRY4;11;1
1,30263E+18;06/09/2020 15:29;#URGENTE Se confirmaron siete nuevos fallecimientos debido a la enfermedad #EUCoronavirus https://t.co/NXGPjpKe2W;1;1
1,30263E+18;06/09/2020 15:28;#URGENTE Se sumaron siete personas fallecidas por la enfermedad #CORONAVIRUSGT https://t.co/s9P5zb18zx;1;0
1,30263E+18;06/09/2020 15:18;Travel around the world - Explore top travel destinations - Enjoy Travelling with us - Travel News: Guatemala - one… https://t.co/XMwbZaH0oq;0;1
1,30261E+18;06/09/2020 14:07;"""Todo Fresh""
El municipio de Guatemala se encamina a vencer al coronavirus https://t.co/i9g0Gpszh0";12;3
1,30261E+18;06/09/2020 14:06;"@hernandezmack [6/9 8:02 a. m.] Francisco: https://t.co/f4fStrXGGK
[6/9 8:02 a. m.] Francisco:… https://t.co/0WyWlLSvxd";0;0
1,30261E+18;06/09/2020 14:03;"Inguat implementa protocolo obligatorio para toda actividad turística en Guatemala por el coronavirus
https://t.co/c3rlluM05W";0;0
1,30261E+18;06/09/2020 14:00;"“Estamos muy dolidos”: lamentan la pérdida del médico guatemalteco Héctor Barrios, quien murió por coronavirus
https://t.co/bcxJBbQv6A";0;0
1,30261E+18;06/09/2020 13:59;"Coronavirus: Cuarentenas óptimas siguen siendo la asignatura pendiente del MSPAS
https://t.co/QAg4za4aos";0;0
1,30261E+18;06/09/2020 13:58;"Semáforo de alertas de coronavirus se actualiza: 201 municipios continúan en rojo
https://t.co/6Gh0VTPnX9";0;0
1,30259E+18;06/09/2020 13:10;"Llegamos a 201 municipios en ROJO al superar los 77,481 contagios de #Covid19
Esperamos la segunda oleada de #Coronavirus en #Guatemala";0;0
1,30259E+18;06/09/2020 13:00;"[201 MUNICIPIOS EN ALERTA ROJA]

El Ministerio de Salud actualizó el sistema de alertas municipales por Covid-19. E… https://t.co/LsEZ2WzNqq";0;0
1,30258E+18;06/09/2020 12:23;"CORONAVIRUS // Casos de covid-19 en Centroamérica y República Dominicana:
⭕98,776 República Dominicana
⭕96,305 Pana… https://t.co/NclqYNGlbW";4;1
1,30254E+18;06/09/2020 9:22;Coronavirus en #Latinoamerica domingo 06 septiembre 2020 9:00h (hora I.Canarias) #COVID19 casos en: Colombia Perú B… https://t.co/3ZJwAGcQTV;0;5
1,30252E+18;06/09/2020 8:09;CORONAVIRUS IN GUATEMALA: Altri 20 nuovi decessi nel Paese, in totale sono 2.845: Sale a 875.623 morti nel Mondo https://t.co/OTUbT7WroI;0;0
1,3025E+18;06/09/2020 7:00;"#NACIONALES 
La cifra total de contagios por coronavirus continúa en aumento. En las últimas 24 horas se reportaron… https://t.co/Hzz690G1k6";2;0
1,30248E+18;06/09/2020 5:31;@CesarLucas_ @mmendoza_GT @QuiqueGodoy @CC_Guatemala No sabía que había un Dr. Lucas, pero pues te cuento que de he… https://t.co/Vd7PcOrfS0;10;2
1,30248E+18;06/09/2020 5:31;"#Guatemala:
'#COVID19gt: In the last 24 hours, the Ministry of Health reports 441 new cases &amp; 20 deaths. Guatemala… https://t.co/wkMGUWKiuu";0;0
1,30248E+18;06/09/2020 5:15;"#URGENTE - ÚLTIMA HORA 
#Guatemala informo 441 nuevos casos de #Coronavirus y 20 personas fallecidas en las ultimas… https://t.co/QyTP7aCwTK";0;0
1,30247E+18;06/09/2020 4:41;#Covid19GT 🚨 | Las medidas que el Gobierno de Guatemala, la Municipalidad Capitalina y el sector privado han realiz… https://t.co/mgGdmYOC8L;26;13
1,30247E+18;06/09/2020 4:40;'Guatemala reaches 77 thousand 481 cases of covid-19 and records two thousand 845 deaths since March 13, 2020.'… https://t.co/hXmjiVWZfQ;2;2
1,30244E+18;06/09/2020 3:12;Para ver gráficas que contextualizan estos totales, visite https://t.co/vGaa0ibvF3 https://t.co/EWtL902Fph;3;0
1,30244E+18;06/09/2020 2:42;"🔴 #COVID19 ⚠️

🇬🇹Actualización de Casos de Coronavirus en Guatemala 

🎧Escúchanos en 580kcs AM
O en línea:… https://t.co/eNCWvTHrWf";0;0
1,30243E+18;06/09/2020 2:23;"🇬🇹 | GUATEMALA

Se reportan 441 nuevos casos y 20 nuevas muertes por #coronavirus en Guatemala";0;1
1,30243E+18;06/09/2020 2:14;Fallece Bonerge Mejía Orellana, magistrado de la Corte de Constitucionalidad de Guatemala. El funcionario, que habí… https://t.co/zOZEFfIMKk;0;0
1,30243E+18;06/09/2020 2:12;#COVID19| Guatemala registró este viernes 21 muertes por #coronavirus y 682 nuevos casos confirmados, con esto el p… https://t.co/5Nzf9jKZgB;0;0
1,30243E+18;06/09/2020 2:09;"#ElPulso #Covid-19 | Así avanza el coronavirus en Centroamérica; Guatemala reporta más casos y fallecidos seguido d… https://t.co/n6MOMMIIPG";1;1
1,30243E+18;06/09/2020 1:58;@CC_Guatemala @prensa_libre @PrensaComunitar @el_Periodico @soy_502 @DiariodeCA @Gtv_noticias @AztecaGuate El coron… https://t.co/tPR2xHmHgQ;1;0
1,30242E+18;06/09/2020 1:35;#Guatemala Coronavirus Deaths at 2825 Persons https://t.co/FUaCInEJfO https://t.co/FuoqpafgAi;0;0
1,30241E+18;06/09/2020 1:06;#Guatemala Coronavirus Cases at 77040 Persons https://t.co/sw2sQiq7Xi https://t.co/6l3BSpG8N1;0;0
1,30241E+18;06/09/2020 1:05;Fernanda Morales, confirmó el fallecimiento del magistrado, quien —según dijo— había dado negativo en la última pru… https://t.co/ymqpiGuwxW;1;0
1,30241E+18;06/09/2020 0:54;#Guatemala - Coronavirus Update (05/09 22:40 UTC) #Health https://t.co/yDcVWIlDfR https://t.co/zIr2fcDblc;0;0
1,3024E+18;06/09/2020 0:29;#Guatemala| Guatemala está cerca de los 80 mil casos de Covid-19. El Ministerio de Salud de dicho país confirmó hoy… https://t.co/agGKPw3WG3;0;0
1,3024E+18;06/09/2020 0:00;#COVID19| Guatemala registró este viernes 21 muertes por coronavirus y 682 nuevos casos confirmados, con esto el pa… https://t.co/ZZe0hPe4XF;21;0
1,30239E+18;05/09/2020 23:49;El especialista en traumatología fue director del Hospital Roosevelt y en los últimos años dirigía una clínica soci… https://t.co/W17iGSGKei;39;8
1,30239E+18;05/09/2020 23:45;La @CC_Guatemala informó del fallecimiento del magistrado Bonerge Amilcar Mejía Orellana, quien natalló contra el… https://t.co/26Kb15JeXa;6;1
1,30239E+18;05/09/2020 23:40;Guatemala: muere magistrado constitucional de coronavirus https://t.co/FqzDRsTOXx;0;0
1,30238E+18;05/09/2020 23:06;Número de municipios en rojo registra una leve baja, según el último reporte de las autoridades de Salud. https://t.co/qZ7lVHGTNT;1;2
1,30238E+18;05/09/2020 22:51;@DougSaunders I'm not sure this holds true for Mesoamerica. Remittances to Mexico, Guatemala, El Salvador from rela… https://t.co/dWp7nvLrnG;0;0
1,30238E+18;05/09/2020 22:40;"UPDATE: New cases of #coronavirus #COVID19 #COVID_19 

US (+2358, tot. 6241183)
Brazil (+1031, tot. 4092832)
Bahrai… https://t.co/bj4kFz8DKi";0;0
1,30238E+18;05/09/2020 22:36;Guatemala: muere magistrado constitucional de coronavirus https://t.co/14d2PmL4z4;0;0
1,30237E+18;05/09/2020 22:33;"🇬🇹 | GUATEMALA

Se reportan 441 nuevos casos y 20 nuevas muertes por coronavirus en Guatemala 
#Guatemala";6;7
1,30237E+18;05/09/2020 22:26;"441 new cases and 20 new deaths in Guatemala 

[23:26 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic";0;0
1,30237E+18;05/09/2020 22:22;#coronavirus update in #Guatemala. New cases confirmed 441, new recovered 566, new deaths 20. Total cases in Guatem… https://t.co/UIA119J5x7;0;0
1,30237E+18;05/09/2020 22:05;"#NACIONALES 
Guatemala contabiliza más de 77 mil casos de coronavirus a nivel nacional.

https://t.co/iu7Sbt2jbm";1;0
1,30236E+18;05/09/2020 21:41;Pacientes confirmados con coronavirus están siendo enviados a ciudad de Guatemala, para que reciban asistencia en e… https://t.co/N5snCHKS0G;0;0
1,30235E+18;05/09/2020 20:38;#URGENTE | El magistrado de la @CC_Guatemala Bonerge Amílcar Mejía Orellana, quien había dado positivo por… https://t.co/BR4q9F7Cy6;1;0
1,30234E+18;05/09/2020 20:04;@mmendoza_GT @CC_Guatemala Nadie se salva del coronavirus 🦠😷;0;0
1,30233E+18;05/09/2020 19:43;El objetivo es contribuir a la recuperación de los pacientes diagnosticados con coronavirus y los interesados en ap… https://t.co/12ZCLqbx6Y;6;3
1,30233E+18;05/09/2020 19:28;No solo el coronavirus  mata pero en Guatemala  no les dicen la verda xq Guatemala  esta dormida https://t.co/AhmTkSL5Nb;0;0
1,30232E+18;05/09/2020 18:55;"Guatemala suma 77 mil 481 contagios de covid-19 y en las últimas 24 horas se reportaron 441 nuevos casos positivos.👇
https://t.co/k4FxFpDtxU";0;0
1,30232E+18;05/09/2020 18:54;El @MinSaludGuate informó que son un total de 77 mil 481 casos acumulados, 9 mil 41 son activos, 65 mil 595 recuper… https://t.co/4k4IelqjsP;0;0
1,30232E+18;05/09/2020 18:51;"CORONAVIRUS GUATEMALA – 77,481 CASOS ACUMULADOS
Carlos R. Paredes
5 de septiembre 2020

Día 175…

https://t.co/YrOWCpICd5";0;0
1,30231E+18;05/09/2020 18:25;#Guatemala • Pacientes confirmados con coronavirus están siendo enviados a ciudad de Guatemala, debido a que en los… https://t.co/Xlh2E56tZp;3;3
1,30231E+18;05/09/2020 18:13;#Guatemala Coronavirus Cases at 77040 Persons https://t.co/sw2sQiq7Xi https://t.co/0dkDjYZGAS;0;0
1,30231E+18;05/09/2020 18:11;Coronavirus Guatemala 5 de septiembre https://t.co/M6GfxsFDWr;0;0
1,3023E+18;05/09/2020 17:42;"En un mes estaremos libres de Covid-19.
Que falso gobierno.

Para este sábado, se sumaron *441 contagios y 20 perso… https://t.co/mdYK5q9Dis";0;0
